Data,Competição,Hora,Minuto,Times,Ambos Marcam,1x,2x,3x,4x,5x
30/11/2025,Euro Cup,11,50,Suíça x Portugal,Sim,Não,Sim,Não,Sim,Não
30/11/2025,Euro Cup,11,53,Alemanha x Dinamarca,Não,Não,Sim,Não,Sim,Não
30/11/2025,Euro Cup,11,56,Ucrânia x Croácia,Não,Não,Não,Sim,Não,Sim
30/11/2025,Euro Cup,11,59,Bélgica x Itália,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,12,2,Inglaterra x Eslovênia,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,12,5,Portugal x Dinamarca,Sim,Sim,Não,Não,Sim,Sim
30/11/2025,Euro Cup,12,8,Turquia x Escócia,Não,Sim,Não,Sim,Sim,Não
30/11/2025,Euro Cup,12,11,Romênia x Bélgica,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,12,14,Eslovênia x Espanha,Não,Sim,Não,Sim,Não,Sim
30/11/2025,Euro Cup,12,17,Alemanha x Hungria,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Euro Cup,12,20,Ucrânia x Inglaterra,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,12,23,Albânia x Dinamarca,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,12,26,República Tcheca x Bélgica,Não,Sim,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,12,29,Turquia x Sérvia,Sim,Não,Não,Sim,Não,Não
30/11/2025,Euro Cup,12,32,Albânia x Suíça,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,12,35,Croácia x Romênia,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,12,38,Escócia x Hungria,Não,Sim,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,12,41,Polônia x Ucrânia,Não,Sim,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,12,44,Eslovênia x Alemanha,Sim,Não,Não,Não,Sim,Não
30/11/2025,Euro Cup,12,47,Turquia x Croácia,Sim,Não,Não,Não,Não,Sim
30/11/2025,Euro Cup,12,50,Albânia x Eslováquia,Sim,Sim,Não,Não,Não,Não
30/11/2025,Euro Cup,12,53,Romênia x Dinamarca,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,12,56,Ucrânia x Albânia,Não,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,12,59,Espanha x Itália,Sim,Não,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,13,2,Dinamarca x República Tcheca,Sim,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,13,5,Ucrânia x Espanha,Não,Não,Sim,Sim,Não,Não
30/11/2025,Euro Cup,13,8,Portugal x Sérvia,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,13,11,República Tcheca x Albânia,Não,Sim,Não,Não,Sim,Sim
30/11/2025,Euro Cup,13,14,Portugal x Eslovênia,Não,Não,Sim,Não,Não,Sim
30/11/2025,Euro Cup,13,17,Alemanha x Países Baixos,Sim,Não,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,13,20,Albânia x Ucrânia,Não,Sim,Sim,Não,Sim,Não
30/11/2025,Euro Cup,13,23,Geórgia x Turquia,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Euro Cup,13,26,Sérvia x Albânia,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Euro Cup,13,29,Itália x Países Baixos,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,13,32,Espanha x Croácia,Não,Não,Não,Sim,Não,Sim
30/11/2025,Euro Cup,13,35,Geórgia x Polônia,Não,Sim,Não,Não,Sim,Não
30/11/2025,Euro Cup,13,38,Espanha x Sérvia,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Euro Cup,13,41,Ucrânia x Áustria,Não,Sim,Sim,Sim,Não,Não
30/11/2025,Euro Cup,13,44,Espanha x Suíça,Não,Sim,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,13,47,Alemanha x Geórgia,Sim,Não,Não,Não,Não,Não
30/11/2025,Euro Cup,13,50,Albânia x França,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Euro Cup,13,53,Romênia x Ucrânia,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Euro Cup,13,56,República Tcheca x Eslováquia,Sim,Não,Sim,Não,Não,Não
30/11/2025,Euro Cup,13,59,Sérvia x Portugal,Sim,Não,Não,Sim,Não,Não
30/11/2025,Euro Cup,14,2,Itália x Hungria,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Euro Cup,14,5,Geórgia x Croácia,Não,Não,Não,Sim,Sim,Não
30/11/2025,Euro Cup,14,8,Ucrânia x Portugal,Sim,Sim,Sim,Sim,Não,Não
30/11/2025,Euro Cup,14,11,Inglaterra x Turquia,Não,Sim,Não,Não,Não,Sim
30/11/2025,Euro Cup,14,14,Bélgica x Albânia,Não,Não,Sim,Não,Não,Não
30/11/2025,Euro Cup,14,17,Eslováquia x Inglaterra,Não,Sim,Não,Sim,Não,Não
30/11/2025,Euro Cup,14,20,Geórgia x Itália,Não,Sim,Sim,Não,Sim,Não
30/11/2025,Euro Cup,14,23,Dinamarca x Portugal,Sim,Não,Não,Não,Sim,Não
30/11/2025,Euro Cup,14,26,Albânia x Hungria,Não,Sim,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,14,29,Bélgica x Eslovênia,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Euro Cup,14,32,Romênia x República Tcheca,Sim,Não,Sim,Não,Não,Não
30/11/2025,Euro Cup,14,35,Alemanha x Espanha,Sim,Não,Não,Sim,Não,Não
30/11/2025,Euro Cup,14,38,Eslovênia x Eslováquia,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Euro Cup,14,41,Turquia x Portugal,Não,Não,Não,Sim,Sim,Não
30/11/2025,Euro Cup,14,44,Países Baixos x Alemanha,Não,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,14,47,Romênia x Suíça,Não,Sim,Não,Não,Não,Sim
30/11/2025,Euro Cup,14,50,Inglaterra x Croácia,Sim,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,14,53,Geórgia x República Tcheca,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,14,56,Croácia x Portugal,Sim,Sim,Não,Não,Não,Sim
30/11/2025,Euro Cup,14,59,Inglaterra x Romênia,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Euro Cup,15,2,Ucrânia x Eslováquia,Não,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,15,5,Albânia x Itália,Não,Sim,Não,Não,Não,Sim
30/11/2025,Euro Cup,15,8,Escócia x Áustria,Não,Sim,Sim,Não,Não,Não
30/11/2025,Euro Cup,15,11,Alemanha x Albânia,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Euro Cup,15,14,Romênia x Países Baixos,Não,Sim,Sim,Sim,Sim,Não
30/11/2025,Euro Cup,15,17,Croácia x Eslováquia,Sim,Sim,Não,Não,Não,Não
30/11/2025,Euro Cup,15,20,Dinamarca x Eslovênia,Sim,Não,Sim,Não,Não,Não
30/11/2025,Euro Cup,15,23,Sérvia x Ucrânia,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Euro Cup,15,26,Escócia x Itália,Sim,Sim,Sim,Não,Sim,Não
30/11/2025,Euro Cup,15,29,Albânia x Países Baixos,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Euro Cup,15,32,Suíça x Geórgia,Sim,Sim,Não,Sim,Sim,Não
30/11/2025,Euro Cup,15,35,Itália x Escócia,Não,Não,Não,Sim,Não,Não
30/11/2025,Euro Cup,15,38,Dinamarca x Espanha,Não,Não,Não,Não,Sim,Não
30/11/2025,Premier League,7,0,Brentford x Norwich,Não,,,,,
30/11/2025,Premier League,7,3,Everton x Leicester,Sim,,,,,
30/11/2025,Premier League,7,6,Newcastle x West Ham,Não,Sim,,,,
30/11/2025,Premier League,7,9,Wolverhampton x City,Sim,Sim,Não,,,
30/11/2025,Premier League,7,12,Palace x Southampton,Não,Sim,Não,Sim,,
30/11/2025,Premier League,7,15,Everton x Newcastle,Não,Não,Sim,Não,Sim,
30/11/2025,Premier League,7,18,Aston x Brentford,Sim,Não,Sim,Não,Sim,Não
30/11/2025,Premier League,7,21,Chelsea x Leicester,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,7,24,United x Watford,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,7,27,Brighton x Wolverhampton,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,7,30,Watford x Burnley,Não,Não,Não,Não,Sim,Sim
30/11/2025,Premier League,7,33,Everton x Palace,Não,Não,Não,Não,Não,Sim
30/11/2025,Premier League,7,36,Islington x Norwich,Não,Sim,Não,Não,Não,Não
30/11/2025,Premier League,7,39,Palace x Brentford,Não,Sim,Sim,Não,Não,Não
30/11/2025,Premier League,7,42,Newcastle x Leeds,Não,Sim,Sim,Sim,Não,Não
30/11/2025,Premier League,7,45,Leicester x Brighton,Sim,Não,Não,Não,Não,Sim
30/11/2025,Premier League,7,48,Chelsea x Newcastle,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Premier League,7,51,Leicester x West Ham,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,7,54,Watford x Islington,Sim,Não,Sim,Não,Não,Não
30/11/2025,Premier League,7,57,Palace x Aston,Sim,Não,Não,Sim,Não,Não
30/11/2025,Premier League,8,0,United x Brentford,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,8,3,Palace x Newcastle,Não,Não,Não,Sim,Sim,Não
30/11/2025,Premier League,8,6,Leeds x Islington,Sim,Sim,Sim,Sim,Não,Não
30/11/2025,Premier League,8,9,Norwich x Wolverhampton,Sim,Não,Sim,Sim,Sim,Não
30/11/2025,Premier League,8,12,Southampton x Leicester,Sim,Sim,Não,Sim,Sim,Sim
30/11/2025,Premier League,8,15,United x Newcastle,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Premier League,8,18,City x Islington,Não,Não,Não,Não,Sim,Não
30/11/2025,Premier League,8,21,Burnley x Leeds,Sim,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,8,24,Chelsea x Aston,Não,Sim,Não,Não,Não,Não
30/11/2025,Premier League,8,27,West Ham x Liverpool,Sim,Sim,Não,Sim,Sim,Sim
30/11/2025,Premier League,8,30,Palace x Leicester,Sim,Não,Sim,Não,Sim,Sim
30/11/2025,Premier League,8,33,West Ham x United,Não,Não,Sim,Não,Sim,Não
30/11/2025,Premier League,8,36,Liverpool x Everton,Sim,Sim,Sim,Não,Sim,Não
30/11/2025,Premier League,8,39,Norwich x Chelsea,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Premier League,8,42,Palace x Wolverhampton,Não,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,8,45,Liverpool x Tottenham,Não,Não,Não,Sim,Não,Não
30/11/2025,Premier League,8,48,Leeds x Brighton,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Premier League,8,51,Wolverhampton x Chelsea,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,8,54,West Ham x Everton,Sim,Sim,Não,Não,Sim,Sim
30/11/2025,Premier League,8,57,Brighton x Leeds,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,9,0,Norwich x Brentford,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Premier League,9,3,Wolverhampton x Liverpool,Sim,Sim,Sim,Não,Sim,Não
30/11/2025,Premier League,9,6,Tottenham x Leeds,Não,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,9,9,Leicester x Southampton,Não,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,9,12,Brentford x Liverpool,Não,Sim,Não,Sim,Não,Não
30/11/2025,Premier League,9,15,Newcastle x Watford,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,9,18,Brentford x Southampton,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Premier League,9,21,United x Norwich,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Premier League,9,24,Chelsea x Watford,Sim,Não,Sim,Não,Não,Não
30/11/2025,Premier League,9,27,City x Southampton,Não,Sim,Sim,Não,Sim,Sim
30/11/2025,Premier League,9,30,Aston x Burnley,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,9,33,Everton x West Ham,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,9,36,United x Leeds,Sim,Sim,Não,Sim,Não,Não
30/11/2025,Premier League,9,39,City x Brentford,Não,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,9,42,Newcastle x Aston,Não,Não,Não,Não,Sim,Não
30/11/2025,Premier League,9,45,Leeds x Watford,Sim,Não,Sim,Sim,Sim,Não
30/11/2025,Premier League,9,48,Brentford x Tottenham,Sim,Não,Não,Sim,Sim,Sim
30/11/2025,Premier League,9,51,Wolverhampton x West Ham,Sim,Sim,Não,Não,Sim,Sim
30/11/2025,Premier League,9,54,Leeds x Liverpool,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,9,57,Brentford x Wolverhampton,Não,Não,Não,Não,Sim,Sim
30/11/2025,Premier League,10,0,Palace x Tottenham,Sim,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,10,3,Aston x United,Sim,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,10,6,Burnley x Liverpool,Não,Não,Sim,Não,Não,Não
30/11/2025,Premier League,10,9,West Ham x Tottenham,Não,Não,Não,Sim,Não,Não
30/11/2025,Premier League,10,12,Leeds x Norwich,Não,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,10,15,Palace x Liverpool,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,10,18,Newcastle x Burnley,Não,Sim,Sim,Sim,Não,Não
30/11/2025,Premier League,10,21,West Ham x Watford,Sim,Não,Não,Não,Não,Sim
30/11/2025,Premier League,10,24,Tottenham x Brighton,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Premier League,10,27,Liverpool x Watford,Sim,Sim,Não,Não,Não,Não
30/11/2025,Premier League,10,30,Islington x Leeds,Não,Sim,Não,Sim,Sim,Sim
30/11/2025,Premier League,10,33,Wolverhampton x Newcastle,Não,Não,Sim,Não,Sim,Sim
30/11/2025,Premier League,10,36,West Ham x Leicester,Não,Sim,Não,Sim,Não,Sim
30/11/2025,Premier League,10,39,Norwich x Liverpool,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,10,42,Palace x Burnley,Sim,Não,Não,Não,Sim,Não
30/11/2025,Premier League,10,45,United x Chelsea,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Premier League,10,48,Tottenham x Brentford,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Premier League,10,51,United x West Ham,Não,Sim,Não,Não,Sim,Sim
30/11/2025,Premier League,10,54,Islington x Newcastle,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Premier League,10,57,Everton x Watford,Não,Sim,Sim,Sim,Não,Não
30/11/2025,Premier League,11,0,Brighton x Burnley,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Premier League,11,3,Islington x Leicester,Não,Sim,Não,Sim,Sim,Sim
30/11/2025,Premier League,11,6,City x Wolverhampton,Não,Sim,Sim,Não,Sim,Sim
30/11/2025,Premier League,11,9,Brentford x Everton,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Premier League,11,12,Burnley x United,Não,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,11,15,Tottenham x Palace,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Premier League,11,18,Leicester x Islington,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Premier League,11,21,Leeds x Palace,Sim,Não,Não,Não,Não,Não
30/11/2025,Premier League,11,24,Brentford x Burnley,Sim,Não,Não,Não,Não,Não
30/11/2025,Premier League,11,27,Liverpool x Aston,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,11,30,Chelsea x Tottenham,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Premier League,11,33,Watford x Wolverhampton,Não,Sim,Não,Não,Sim,Sim
30/11/2025,Premier League,11,36,Leeds x United,Sim,Não,Não,Sim,Sim,Não
30/11/2025,Premier League,11,39,Newcastle x Liverpool,Sim,Não,Não,Não,Sim,Sim
30/11/2025,Premier League,11,42,Burnley x Everton,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Premier League,11,45,Watford x Newcastle,Sim,Sim,Sim,Não,Não,Não
30/11/2025,Premier League,11,48,Islington x Everton,Não,Sim,Não,Não,Sim,Sim
30/11/2025,Premier League,11,51,Leeds x Burnley,Sim,Sim,Não,Sim,Sim,Não
30/11/2025,Premier League,11,54,Brighton x Everton,Não,Sim,Não,Sim,Não,Não
30/11/2025,Premier League,11,57,Watford x Southampton,Não,Não,Sim,Não,Sim,Não
30/11/2025,Premier League,12,0,Brighton x West Ham,Sim,Não,Sim,Não,Sim,Não
30/11/2025,Premier League,12,3,Islington x Brentford,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,12,6,United x Palace,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,12,9,Islington x Brighton,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,12,12,West Ham x Palace,Não,Não,Não,Não,Sim,Sim
30/11/2025,Premier League,12,15,City x Leeds,Sim,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,12,18,Leicester x Everton,Não,Sim,Não,Não,Não,Não
30/11/2025,Premier League,12,21,Burnley x Newcastle,Sim,Sim,Não,Sim,Sim,Sim
30/11/2025,Premier League,12,24,Norwich x Aston,Não,Sim,Não,Sim,Não,Não
30/11/2025,Premier League,12,27,City x Brighton,Não,Não,Sim,Não,Sim,Não
30/11/2025,Premier League,12,30,Watford x Everton,Sim,Não,Sim,Não,Sim,Não
30/11/2025,Premier League,12,33,Burnley x Aston,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,12,36,Wolverhampton x Islington,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,12,39,Aston x Everton,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,12,42,West Ham x Chelsea,Não,Não,Não,Não,Sim,Sim
30/11/2025,Premier League,12,45,Leeds x Wolverhampton,Sim,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,12,48,Burnley x City,Sim,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,12,51,United x Brighton,Não,Não,Sim,Não,Não,Não
30/11/2025,Premier League,12,54,Watford x Leicester,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Premier League,12,57,Wolverhampton x Leeds,Não,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,13,0,Liverpool x City,Não,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,13,3,Chelsea x Brentford,Sim,Não,Sim,Não,Sim,Sim
30/11/2025,Premier League,13,5,Ucrânia x Espanha,Não,Sim,Sim,Não,Sim,Não
30/11/2025,Premier League,13,6,Norwich x Tottenham,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,13,8,Portugal x Sérvia,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,13,9,Burnley x Watford,Sim,Sim,Não,Sim,Não,Não
30/11/2025,Premier League,13,11,República Tcheca x Albânia,Não,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,13,12,Wolverhampton x Everton,Sim,Sim,Sim,Sim,Não,Sim
30/11/2025,Premier League,13,14,Portugal x Eslovênia,Não,Sim,Não,Não,Não,Sim
30/11/2025,Premier League,13,15,Brentford x Islington,Sim,Sim,Não,Sim,Sim,Sim
30/11/2025,Premier League,13,17,Alemanha x Países Baixos,Sim,Não,Sim,Não,Sim,Sim
30/11/2025,Premier League,13,18,West Ham x Norwich,Sim,Sim,Não,Sim,Não,Sim
30/11/2025,Premier League,13,20,Albânia x Ucrânia,Não,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,13,21,Wolverhampton x Tottenham,Sim,Sim,Sim,Sim,Não,Sim
30/11/2025,Premier League,13,23,Geórgia x Turquia,Sim,Não,Sim,Sim,Sim,Não
30/11/2025,Premier League,13,24,City x Newcastle,Não,Não,Sim,Não,Não,Não
30/11/2025,Premier League,13,26,Sérvia x Albânia,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Premier League,13,27,Liverpool x Wolverhampton,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Premier League,13,29,Itália x Países Baixos,Não,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,13,30,United x Islington,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Premier League,13,32,Espanha x Croácia,Não,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,13,33,Watford x Palace,Não,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,13,35,Geórgia x Polônia,Não,Sim,Não,Sim,Não,Não
30/11/2025,Premier League,13,36,Leeds x West Ham,Não,Sim,Sim,Não,Sim,Não
30/11/2025,Premier League,13,38,Espanha x Sérvia,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Premier League,13,39,Watford x City,Não,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,13,41,Ucrânia x Áustria,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Premier League,13,42,Brighton x Islington,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Premier League,13,44,Espanha x Suíça,Não,Sim,Sim,Sim,Sim,Sim
30/11/2025,Premier League,13,45,Southampton x Everton,Sim,Não,Não,Não,Não,Não
30/11/2025,Premier League,13,47,Alemanha x Geórgia,Sim,Não,Não,Não,Não,Não
30/11/2025,Premier League,13,48,Liverpool x United,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,13,50,Albânia x França,Não,Não,Não,Sim,Sim,Sim
30/11/2025,Premier League,13,51,Tottenham x Wolverhampton,Sim,Não,Sim,Sim,Não,Não
30/11/2025,Premier League,13,53,Romênia x Ucrânia,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,13,54,Norwich x Burnley,Não,Não,Sim,Sim,Não,Não
30/11/2025,Premier League,13,56,República Tcheca x Eslováquia,Sim,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,13,57,Southampton x Brighton,Sim,Não,Não,Sim,Não,Não
30/11/2025,Premier League,13,59,Sérvia x Portugal,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,14,0,Wolverhampton x Watford,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,14,2,Itália x Hungria,Sim,Sim,Sim,Sim,Não,Não
30/11/2025,Premier League,14,3,Chelsea x Palace,Sim,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,14,5,Geórgia x Croácia,Não,Não,Não,Não,Não,Não
30/11/2025,Premier League,14,6,Everton x Norwich,Sim,Sim,Sim,Sim,Sim,Sim
30/11/2025,Premier League,14,8,Ucrânia x Portugal,Sim,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,14,9,Brentford x Chelsea,Não,Não,Sim,Não,Não,Não
30/11/2025,Premier League,14,11,Inglaterra x Turquia,Não,Não,Não,Sim,Não,Não
30/11/2025,Premier League,14,12,Leeds x Tottenham,Sim,Não,Sim,Sim,Não,Sim
30/11/2025,Premier League,14,14,Bélgica x Albânia,Não,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,14,15,Brighton x Norwich,Não,Não,Sim,Sim,Não,Não
30/11/2025,Premier League,14,17,Eslováquia x Inglaterra,Não,Sim,Não,Sim,Sim,Não
30/11/2025,Premier League,14,18,Leicester x Liverpool,Sim,Não,Não,Sim,Não,Não
30/11/2025,Premier League,14,20,Geórgia x Itália,Não,Sim,Sim,Sim,Não,Sim
30/11/2025,Premier League,14,21,West Ham x Islington,Não,Não,Sim,Sim,Sim,Não
30/11/2025,Premier League,14,23,Dinamarca x Portugal,Sim,Não,Sim,Não,Não,Não
30/11/2025,Premier League,14,24,Wolverhampton x Southampton,Sim,Não,Não,Sim,Não,Não
30/11/2025,Premier League,14,26,Albânia x Hungria,Não,Não,Sim,Sim,Não,Sim
30/11/2025,Premier League,14,27,Norwich x City,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,14,29,Bélgica x Eslovênia,Não,Sim,Não,Não,Sim,Sim
30/11/2025,Premier League,14,30,Aston x Islington,Não,Não,Sim,Não,Não,Sim
30/11/2025,Premier League,14,32,Romênia x República Tcheca,Sim,Não,Sim,Não,Sim,Sim
30/11/2025,Premier League,14,33,City x Tottenham,Sim,Não,Não,Sim,Não,Sim
30/11/2025,Premier League,14,35,Alemanha x Espanha,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,14,36,Watford x Islington,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,14,38,Eslovênia x Eslováquia,Sim,Sim,Sim,Sim,Não,Não
30/11/2025,Premier League,14,39,Aston x Brighton,Não,Não,Não,Não,Não,Sim
30/11/2025,Premier League,14,41,Turquia x Portugal,Não,Não,Não,Não,Não,Não
30/11/2025,Premier League,14,42,Burnley x Brentford,Sim,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,14,44,Países Baixos x Alemanha,Não,Sim,Sim,Não,Não,Não
30/11/2025,Premier League,14,45,Brighton x Leicester,Não,Não,Sim,Sim,Não,Não
30/11/2025,Premier League,14,47,Romênia x Suíça,Não,Sim,Não,Sim,Sim,Não
30/11/2025,Premier League,14,48,Palace x West Ham,Sim,Não,Não,Sim,Não,Não
30/11/2025,Premier League,14,50,Inglaterra x Croácia,Sim,Não,Não,Não,Sim,Não
30/11/2025,Premier League,14,51,Chelsea x Aston,Sim,Sim,Não,Não,Não,Sim
30/11/2025,Premier League,14,53,Geórgia x República Tcheca,Sim,Sim,Sim,Não,Não,Não
30/11/2025,Premier League,14,54,Burnley x West Ham,Não,Não,Não,Não,Sim,Sim
30/11/2025,Premier League,14,56,Croácia x Portugal,Sim,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,14,57,Southampton x Tottenham,Sim,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,14,59,Inglaterra x Romênia,Não,Não,Sim,Não,Não,Não
30/11/2025,Premier League,15,0,Islington x Palace,Sim,Sim,Sim,Não,Sim,Sim
30/11/2025,Premier League,15,2,Ucrânia x Eslováquia,Não,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,15,3,Newcastle x Norwich,Sim,Sim,Não,Sim,Sim,Não
30/11/2025,Premier League,15,5,Albânia x Itália,Não,Sim,Não,Sim,Não,Não
30/11/2025,Premier League,15,6,Southampton x Watford,Não,Não,Sim,Não,Sim,Não
30/11/2025,Premier League,15,8,Escócia x Áustria,Não,Sim,Não,Sim,Não,Sim
30/11/2025,Premier League,15,9,Burnley x Chelsea,Não,Sim,Sim,Não,Sim,Não
30/11/2025,Premier League,15,11,Alemanha x Albânia,Sim,Não,Não,Não,Sim,Não
30/11/2025,Premier League,15,12,Liverpool x Southampton,Não,Sim,Sim,Sim,Sim,Não
30/11/2025,Premier League,15,14,Romênia x Países Baixos,Não,Não,Sim,Sim,Sim,Sim
30/11/2025,Premier League,15,15,Tottenham x Chelsea,Sim,Não,Sim,Não,Não,Não
30/11/2025,Premier League,15,17,Croácia x Eslováquia,Sim,Não,Não,Sim,Não,Não
30/11/2025,Premier League,15,18,Leeds x Brighton,Sim,Sim,Não,Não,Sim,Não
30/11/2025,Premier League,15,20,Dinamarca x Eslovênia,Sim,Sim,Sim,Não,Não,Sim
30/11/2025,Premier League,15,21,Norwich x Brentford,Sim,Sim,Sim,Sim,Não,Não
