Data,Competição,Hora,Minuto,Times,Ambos Marcam
29/11/2025,Premiere League,17,18,Brentford x Palace,Não
29/11/2025,Premiere League,17,21,Leicester x Newcastle,Sim
29/11/2025,Premiere League,17,24,Everton x Burnley,Sim
29/11/2025,Premiere League,17,27,Newcastle x West Ham,Não
29/11/2025,Premiere League,17,30,Tottenham x United,Sim
29/11/2025,Copa do Mundo,12,1,Camarões x Costa Rica,Sim
29/11/2025,Copa do Mundo,12,4,Austrália x Alemanha,Não
29/11/2025,Copa do Mundo,12,7,México x Arábia Saudita,Sim
29/11/2025,Copa do Mundo,13,1,Inglaterra x Uruguai,Não
29/11/2025,Copa do Mundo,13,4,Argentina x Japão,Não
29/11/2025,Copa do Mundo,13,7,Canadá x Alemanha,Sim
29/11/2025,Copa do Mundo,14,1,Arábia Saudita x País de Gales,Sim
29/11/2025,Copa do Mundo,14,4,Irã x Tunísia,Sim
29/11/2025,Copa do Mundo,14,7,Austrália x Países Baixos,Sim
29/11/2025,Copa do Mundo,15,1,Austrália x Portugal,Sim
29/11/2025,Copa do Mundo,15,4,França x Bélgica,Não
29/11/2025,Copa do Mundo,15,7,Arábia Saudita x Equador,Sim
29/11/2025,Copa do Mundo,16,1,Sérvia x Arábia Saudita,Sim
29/11/2025,Copa do Mundo,16,4,Bélgica x Marrocos,Não
29/11/2025,Copa do Mundo,16,7,Inglaterra x Tunísia,Não
29/11/2025,Copa do Mundo,17,1,Camarões x Uruguai,Sim
29/11/2025,Copa do Mundo,17,4,Japão x Costa Rica,Sim
29/11/2025,Copa do Mundo,17,7,Brasil x Irã,Sim
29/11/2025,Copa do Mundo,17,19,Senegal x Argentina,Não
29/11/2025,Copa do Mundo,17,22,Canadá x Sérvia,Sim
29/11/2025,Copa do Mundo,17,25,País de Gales x Japão,Não
29/11/2025,Copa do Mundo,17,28,Qatar x Senegal,Não
29/11/2025,Copa do Mundo,17,31,Austrália x Bélgica,Não
29/11/2025,Copa do Mundo,17,34,Suíça x Costa Rica,Sim
29/11/2025,Copa do Mundo,17,37,Brasil x Coreia do Sul,Sim
29/11/2025,Copa do Mundo,17,40,Polônia x Camarões,Não
29/11/2025,Euro Cup,3,2,Países Baixos x Portugal,Sim
29/11/2025,Euro Cup,3,5,Áustria x Alemanha,Sim
29/11/2025,Euro Cup,3,8,Polônia x Romênia,Sim
29/11/2025,Euro Cup,3,11,Geórgia x Ucrânia,Não
29/11/2025,Euro Cup,3,14,Romênia x Dinamarca,Não
29/11/2025,Euro Cup,3,17,Croácia x Áustria,Sim
29/11/2025,Euro Cup,3,20,Portugal x Sérvia,Não
29/11/2025,Euro Cup,3,23,Escócia x Áustria,Não
29/11/2025,Euro Cup,3,26,Turquia x Eslovênia,Não
29/11/2025,Euro Cup,3,29,Itália x Hungria,Sim
29/11/2025,Euro Cup,3,32,Romênia x Países Baixos,Sim
29/11/2025,Euro Cup,3,35,Eslováquia x Polônia,Sim
29/11/2025,Euro Cup,3,38,Turquia x Bélgica,Não
29/11/2025,Euro Cup,3,41,Dinamarca x Croácia,Não
29/11/2025,Euro Cup,3,44,Sérvia x Bélgica,Não
29/11/2025,Euro Cup,3,47,Polônia x Albânia,Não
29/11/2025,Euro Cup,3,50,Países Baixos x Croácia,Sim
29/11/2025,Euro Cup,3,53,Eslovênia x Portugal,Sim
29/11/2025,Euro Cup,3,56,Croácia x Espanha,Não
29/11/2025,Euro Cup,3,59,Hungria x Portugal,Não
29/11/2025,Euro Cup,4,2,Croácia x Romênia,Sim
29/11/2025,Euro Cup,4,5,Polônia x Turquia,Não
29/11/2025,Euro Cup,4,8,Albânia x Portugal,Não
29/11/2025,Euro Cup,4,11,Áustria x Eslováquia,Não
29/11/2025,Euro Cup,4,14,Portugal x Suíça,Sim
29/11/2025,Euro Cup,4,17,Croácia x Alemanha,Não
29/11/2025,Euro Cup,4,20,Eslováquia x Áustria,Não
29/11/2025,Euro Cup,4,23,Suíça x Polônia,Sim
29/11/2025,Euro Cup,4,26,Turquia x Países Baixos,Sim
29/11/2025,Euro Cup,4,29,Alemanha x França,Sim
29/11/2025,Euro Cup,4,32,Albânia x Eslováquia,Não
29/11/2025,Euro Cup,4,35,Eslovênia x Ucrânia,Não
29/11/2025,Euro Cup,4,38,Bélgica x Sérvia,Sim
29/11/2025,Euro Cup,4,41,Geórgia x Croácia,Não
29/11/2025,Euro Cup,4,44,Escócia x Portugal,Não
29/11/2025,Euro Cup,4,47,Áustria x Bélgica,Não
29/11/2025,Euro Cup,4,50,Sérvia x Polônia,Não
29/11/2025,Euro Cup,4,53,França x Bélgica,Sim
29/11/2025,Euro Cup,4,56,Geórgia x Itália,Sim
29/11/2025,Euro Cup,4,59,Ucrânia x República Tcheca,Sim
29/11/2025,Euro Cup,5,2,Geórgia x Inglaterra,Sim
29/11/2025,Euro Cup,5,5,Eslovênia x Sérvia,Não
29/11/2025,Euro Cup,5,8,Polônia x Itália,Sim
29/11/2025,Euro Cup,5,11,Bélgica x Inglaterra,Sim
29/11/2025,Euro Cup,5,14,Espanha x Países Baixos,Não
29/11/2025,Euro Cup,5,17,Geórgia x Eslovênia,Sim
29/11/2025,Euro Cup,5,20,Áustria x Inglaterra,Sim
29/11/2025,Euro Cup,5,23,Escócia x Eslovênia,Sim
29/11/2025,Euro Cup,5,26,Romênia x Suíça,Não
29/11/2025,Euro Cup,5,29,Turquia x Polônia,Não
29/11/2025,Euro Cup,5,32,Áustria x Espanha,Sim
29/11/2025,Euro Cup,5,35,Geórgia x Alemanha,Sim
29/11/2025,Euro Cup,5,38,Escócia x Espanha,Não
29/11/2025,Euro Cup,5,41,Hungria x Romênia,Não
29/11/2025,Euro Cup,5,44,Sérvia x Portugal,Não
29/11/2025,Euro Cup,5,47,Geórgia x Bélgica,Não
29/11/2025,Euro Cup,5,50,Eslováquia x Romênia,Sim
29/11/2025,Euro Cup,5,53,Países Baixos x Espanha,Sim
29/11/2025,Euro Cup,5,56,Portugal x França,Não
29/11/2025,Euro Cup,5,59,Turquia x Albânia,Não
29/11/2025,Euro Cup,6,2,Espanha x Portugal,Sim
29/11/2025,Euro Cup,6,5,Países Baixos x Eslováquia,Sim
29/11/2025,Euro Cup,6,8,França x Áustria,Sim
29/11/2025,Euro Cup,6,11,República Tcheca x Romênia,Não
29/11/2025,Euro Cup,6,14,Geórgia x Turquia,Sim
29/11/2025,Euro Cup,6,17,Escócia x Sérvia,Não
29/11/2025,Euro Cup,6,20,Bélgica x Dinamarca,Sim
29/11/2025,Euro Cup,6,23,Itália x Polônia,Não
29/11/2025,Euro Cup,6,26,Sérvia x Alemanha,Sim
29/11/2025,Euro Cup,6,29,Escócia x Hungria,Sim
29/11/2025,Euro Cup,3,2,Países Baixos x Portugal,Sim
29/11/2025,Euro Cup,3,5,Áustria x Alemanha,Sim
29/11/2025,Euro Cup,3,8,Polônia x Romênia,Sim
29/11/2025,Euro Cup,4,2,Croácia x Romênia,Sim
29/11/2025,Euro Cup,4,5,Polônia x Turquia,Não
29/11/2025,Euro Cup,4,8,Albânia x Portugal,Não
29/11/2025,Euro Cup,5,2,Geórgia x Inglaterra,Sim
29/11/2025,Euro Cup,5,5,Eslovênia x Sérvia,Não
29/11/2025,Euro Cup,5,8,Polônia x Itália,Sim
29/11/2025,Euro Cup,6,2,Espanha x Portugal,Sim
29/11/2025,Euro Cup,6,5,Países Baixos x Eslováquia,Sim
29/11/2025,Euro Cup,6,8,França x Áustria,Sim
29/11/2025,Euro Cup,6,32,Itália x Albânia,Não
29/11/2025,Euro Cup,6,35,Suíça x Sérvia,Não
29/11/2025,Euro Cup,6,38,Escócia x Inglaterra,Não
29/11/2025,Euro Cup,6,41,Bélgica x Hungria,Não
29/11/2025,Euro Cup,6,44,Albânia x Sérvia,Sim
29/11/2025,Euro Cup,6,47,Turquia x França,Sim
29/11/2025,Euro Cup,6,50,Eslováquia x Suíça,Não
29/11/2025,Euro Cup,6,53,Ucrânia x Eslovênia,Sim
29/11/2025,Euro Cup,6,56,Croácia x Albânia,Sim
29/11/2025,Euro Cup,6,59,Itália x Inglaterra,Não
29/11/2025,Euro Cup,7,2,Portugal x Ucrânia,Não
29/11/2025,Euro Cup,7,5,França x Escócia,Sim
29/11/2025,Euro Cup,7,8,Croácia x Ucrânia,Sim
29/11/2025,Euro Cup,7,11,Inglaterra x França,Não
29/11/2025,Euro Cup,7,14,Portugal x Espanha,Não
29/11/2025,Euro Cup,7,17,França x Ucrânia,Não
29/11/2025,Euro Cup,3,2,Países Baixos x Portugal,Sim
29/11/2025,Euro Cup,3,5,Áustria x Alemanha,Sim
29/11/2025,Euro Cup,3,8,Polônia x Romênia,Sim
29/11/2025,Euro Cup,4,2,Croácia x Romênia,Sim
29/11/2025,Euro Cup,4,5,Polônia x Turquia,Não
29/11/2025,Euro Cup,4,8,Albânia x Portugal,Não
29/11/2025,Euro Cup,5,2,Geórgia x Inglaterra,Sim
29/11/2025,Euro Cup,5,5,Eslovênia x Sérvia,Não
29/11/2025,Euro Cup,5,8,Polônia x Itália,Sim
29/11/2025,Euro Cup,6,2,Espanha x Portugal,Sim
29/11/2025,Euro Cup,6,5,Países Baixos x Eslováquia,Sim
29/11/2025,Euro Cup,6,8,França x Áustria,Sim
29/11/2025,Euro Cup,7,2,Portugal x Ucrânia,Não
29/11/2025,Euro Cup,7,5,França x Escócia,Sim
29/11/2025,Euro Cup,7,8,Croácia x Ucrânia,Sim
29/11/2025,Euro Cup,7,20,Inglaterra x Albânia,Não
29/11/2025,Euro Cup,7,23,Dinamarca x Suíça,Sim
29/11/2025,Euro Cup,7,26,Países Baixos x Inglaterra,Sim
29/11/2025,Euro Cup,7,29,Sérvia x República Tcheca,Não
29/11/2025,Euro Cup,7,32,Romênia x Hungria,Sim
29/11/2025,Euro Cup,7,35,Eslovênia x Dinamarca,Não
29/11/2025,Euro Cup,7,38,Sérvia x Inglaterra,Sim
29/11/2025,Euro Cup,7,41,Escócia x Suíça,Não
29/11/2025,Euro Cup,7,44,Inglaterra x Itália,Não
29/11/2025,Euro Cup,7,47,Países Baixos x República Tcheca,Não
29/11/2025,Euro Cup,7,50,Polônia x Bélgica,Não
29/11/2025,Euro Cup,7,53,Áustria x Croácia,Sim
29/11/2025,Euro Cup,7,56,Albânia x Romênia,Sim
29/11/2025,Euro Cup,3,2,Países Baixos x Portugal,Sim
29/11/2025,Euro Cup,3,5,Áustria x Alemanha,Sim
29/11/2025,Euro Cup,3,8,Polônia x Romênia,Sim
29/11/2025,Euro Cup,4,2,Croácia x Romênia,Sim
29/11/2025,Euro Cup,4,5,Polônia x Turquia,Não
29/11/2025,Euro Cup,4,8,Albânia x Portugal,Não
29/11/2025,Euro Cup,5,2,Geórgia x Inglaterra,Sim
29/11/2025,Euro Cup,5,5,Eslovênia x Sérvia,Não
29/11/2025,Euro Cup,5,8,Polônia x Itália,Sim
29/11/2025,Euro Cup,6,2,Espanha x Portugal,Sim
29/11/2025,Euro Cup,6,5,Países Baixos x Eslováquia,Sim
29/11/2025,Euro Cup,6,8,França x Áustria,Sim
29/11/2025,Euro Cup,7,2,Portugal x Ucrânia,Não
29/11/2025,Euro Cup,7,5,França x Escócia,Sim
29/11/2025,Euro Cup,7,8,Croácia x Ucrânia,Sim
29/11/2025,Euro Cup,7,59,Países Baixos x Geórgia,Não
29/11/2025,Euro Cup,8,2,Eslovênia x Espanha,Não
29/11/2025,Euro Cup,8,5,Portugal x Escócia,Sim
29/11/2025,Euro Cup,8,8,República Tcheca x França,Sim
29/11/2025,Euro Cup,8,11,Sérvia x Eslovênia,Não
29/11/2025,Euro Cup,8,14,Suíça x Países Baixos,Não
29/11/2025,Euro Cup,8,17,Eslováquia x Bélgica,Não
29/11/2025,Euro Cup,8,20,Espanha x Itália,Não
29/11/2025,Euro Cup,8,23,Portugal x Eslováquia,Sim
29/11/2025,Euro Cup,8,26,Hungria x Países Baixos,Não
29/11/2025,Euro Cup,8,29,Dinamarca x Polônia,Não
29/11/2025,Euro Cup,8,32,República Tcheca x Alemanha,Não
29/11/2025,Euro Cup,8,35,Suíça x Eslovênia,Sim
29/11/2025,Euro Cup,8,38,Dinamarca x Romênia,Não
29/11/2025,Euro Cup,8,41,Áustria x Hungria,Sim
29/11/2025,Euro Cup,8,44,Países Baixos x Albânia,Sim
29/11/2025,Euro Cup,8,47,Eslováquia x República Tcheca,Não
29/11/2025,Euro Cup,8,50,Espanha x Ucrânia,Não
29/11/2025,Euro Cup,8,53,Escócia x Países Baixos,Sim
29/11/2025,Euro Cup,8,56,Bélgica x Alemanha,Não
29/11/2025,Euro Cup,8,59,Geórgia x Polônia,Não
29/11/2025,Euro Cup,9,2,Sérvia x Ucrânia,Não
29/11/2025,Euro Cup,9,5,Turquia x Portugal,Sim
29/11/2025,Euro Cup,9,8,Polônia x Geórgia,Não
29/11/2025,Euro Cup,9,11,Inglaterra x Hungria,Sim
29/11/2025,Euro Cup,9,14,República Tcheca x Polônia,Não
29/11/2025,Euro Cup,9,17,Dinamarca x Áustria,Não
29/11/2025,Euro Cup,9,20,Eslováquia x Itália,Sim
29/11/2025,Euro Cup,9,23,Suíça x Ucrânia,Não
29/11/2025,Euro Cup,9,26,França x Inglaterra,Sim
29/11/2025,Euro Cup,9,29,Alemanha x Eslovênia,Não
29/11/2025,Euro Cup,9,32,Albânia x Itália,Não
29/11/2025,Euro Cup,9,35,Espanha x Romênia,Não
29/11/2025,Euro Cup,9,38,Países Baixos x Alemanha,Não
29/11/2025,Euro Cup,3,2,Países Baixos x Portugal,Sim
29/11/2025,Euro Cup,3,5,Áustria x Alemanha,Sim
29/11/2025,Euro Cup,3,8,Polônia x Romênia,Sim
29/11/2025,Euro Cup,4,2,Croácia x Romênia,Sim
29/11/2025,Euro Cup,4,5,Polônia x Turquia,Não
29/11/2025,Euro Cup,4,8,Albânia x Portugal,Não
29/11/2025,Euro Cup,5,2,Geórgia x Inglaterra,Sim
29/11/2025,Euro Cup,5,5,Eslovênia x Sérvia,Não
29/11/2025,Euro Cup,5,8,Polônia x Itália,Sim
29/11/2025,Euro Cup,6,2,Espanha x Portugal,Sim
29/11/2025,Euro Cup,6,5,Países Baixos x Eslováquia,Sim
29/11/2025,Euro Cup,6,8,França x Áustria,Sim
29/11/2025,Euro Cup,7,2,Portugal x Ucrânia,Não
29/11/2025,Euro Cup,7,5,França x Escócia,Sim
29/11/2025,Euro Cup,7,8,Croácia x Ucrânia,Sim
29/11/2025,Euro Cup,8,2,Eslovênia x Espanha,Não
29/11/2025,Euro Cup,8,5,Portugal x Escócia,Sim
29/11/2025,Euro Cup,8,8,República Tcheca x França,Sim
29/11/2025,Euro Cup,9,2,Sérvia x Ucrânia,Não
29/11/2025,Euro Cup,9,5,Turquia x Portugal,Sim
29/11/2025,Euro Cup,9,8,Polônia x Geórgia,Não
29/11/2025,Euro Cup,3,2,Países Baixos x Portugal,Sim
29/11/2025,Euro Cup,3,5,Áustria x Alemanha,Sim
29/11/2025,Euro Cup,3,8,Polônia x Romênia,Sim
29/11/2025,Euro Cup,4,2,Croácia x Romênia,Sim
29/11/2025,Euro Cup,4,5,Polônia x Turquia,Não
29/11/2025,Euro Cup,4,8,Albânia x Portugal,Não
29/11/2025,Euro Cup,5,2,Geórgia x Inglaterra,Sim
29/11/2025,Euro Cup,5,5,Eslovênia x Sérvia,Não
29/11/2025,Euro Cup,5,8,Polônia x Itália,Sim
29/11/2025,Euro Cup,6,2,Espanha x Portugal,Sim
29/11/2025,Euro Cup,6,5,Países Baixos x Eslováquia,Sim
29/11/2025,Euro Cup,6,8,França x Áustria,Sim
29/11/2025,Euro Cup,7,2,Portugal x Ucrânia,Não
29/11/2025,Euro Cup,7,5,França x Escócia,Sim
29/11/2025,Euro Cup,7,8,Croácia x Ucrânia,Sim
29/11/2025,Euro Cup,8,2,Eslovênia x Espanha,Não
29/11/2025,Euro Cup,3,2,Países Baixos x Portugal,Sim
29/11/2025,Euro Cup,3,5,Áustria x Alemanha,Sim
29/11/2025,Euro Cup,3,8,Polônia x Romênia,Sim
29/11/2025,Euro Cup,4,2,Croácia x Romênia,Sim
29/11/2025,Euro Cup,4,5,Polônia x Turquia,Não
29/11/2025,Euro Cup,4,8,Albânia x Portugal,Não
29/11/2025,Euro Cup,5,2,Geórgia x Inglaterra,Sim
29/11/2025,Euro Cup,5,5,Eslovênia x Sérvia,Não
29/11/2025,Euro Cup,5,8,Polônia x Itália,Sim
29/11/2025,Euro Cup,6,2,Espanha x Portugal,Sim
29/11/2025,Euro Cup,6,5,Países Baixos x Eslováquia,Sim
29/11/2025,Euro Cup,6,8,França x Áustria,Sim
29/11/2025,Euro Cup,7,2,Portugal x Ucrânia,Não
29/11/2025,Euro Cup,7,5,França x Escócia,Sim
29/11/2025,Euro Cup,7,8,Croácia x Ucrânia,Sim
29/11/2025,Euro Cup,8,2,Eslovênia x Espanha,Não
29/11/2025,Euro Cup,8,5,Portugal x Escócia,Sim
29/11/2025,Euro Cup,8,8,República Tcheca x França,Sim
29/11/2025,Euro Cup,9,2,Sérvia x Ucrânia,Não
29/11/2025,Euro Cup,9,5,Turquia x Portugal,Sim
29/11/2025,Euro Cup,9,8,Polônia x Geórgia,Não
29/11/2025,Euro Cup,17,32,Itália x Hungria,Sim
29/11/2025,Euro Cup,17,35,Turquia x Dinamarca,Sim
29/11/2025,Euro Cup,17,38,Portugal x Croácia,Não
29/11/2025,Euro Cup,17,41,Sérvia x Suíça,Sim
29/11/2025,Euro Cup,17,44,Ucrânia x Portugal,Não
29/11/2025,Euro Cup,17,47,Inglaterra x Áustria,Não
29/11/2025,Euro Cup,17,50,Países Baixos x Albânia,Não
29/11/2025,Euro Cup,17,53,Bélgica x Romênia,Não
29/11/2025,Euro Cup,17,56,Dinamarca x Sérvia,Sim
29/11/2025,Euro Cup,17,59,Suíça x Bélgica,Sim
29/11/2025,Euro Cup,18,2,Dinamarca x Espanha,Sim
29/11/2025,Euro Cup,18,5,Portugal x Geórgia,Sim
29/11/2025,Euro Cup,18,8,Bélgica x Eslováquia,Sim
29/11/2025,Euro Cup,18,11,Escócia x Romênia,Sim
29/11/2025,Euro Cup,18,14,Países Baixos x Polônia,Sim
29/11/2025,Euro Cup,18,17,Sérvia x Eslováquia,Sim
29/11/2025,Euro Cup,18,20,Itália x Eslovênia,Sim
29/11/2025,Euro Cup,18,23,França x Croácia,Não
29/11/2025,Euro Cup,18,26,Suíça x Países Baixos,Não
29/11/2025,Premiere League,17,33,Watford x Leicester,Não
29/11/2025,Premiere League,17,36,Burnley x Aston,Não
29/11/2025,Premiere League,17,39,Newcastle x Tottenham,Não
29/11/2025,Premiere League,17,42,Islington x Aston,Não
29/11/2025,Premiere League,17,45,United x Leicester,Sim
29/11/2025,Premiere League,17,48,City x Palace,Sim
29/11/2025,Premiere League,17,51,Watford x Tottenham,Não
29/11/2025,Premiere League,17,54,Palace x Brighton,Não
29/11/2025,Premiere League,17,57,Southampton x Liverpool,Sim
29/11/2025,Premiere League,18,1,Aston x Watford,Não
29/11/2025,Premiere League,18,3,Norwich x Islington,Sim
29/11/2025,Premiere League,18,6,City x Liverpool,Não
29/11/2025,Premiere League,18,9,Norwich x Leicester,Não
29/11/2025,Premiere League,18,12,Tottenham x City,Não
29/11/2025,Premiere League,18,15,United x Brentford,Não
29/11/2025,Premiere League,18,18,City x Newcastle,Não
29/11/2025,Premiere League,18,21,Islington x Palace,Sim
29/11/2025,Euro Cup,18,29,Romênia x Espanha,Não
29/11/2025,Euro Cup,18,32,Croácia x França,Sim
29/11/2025,Premiere League,18,24,Brentford x Aston,Não
29/11/2025,Premiere League,18,27,City x Everton,Não
29/11/2025,Euro Cup,18,35,Romênia x Ucrânia,Sim
29/11/2025,Euro Cup,18,38,Itália x Dinamarca,Não
29/11/2025,Euro Cup,18,41,Romênia x Eslováquia,Sim
29/11/2025,Euro Cup,18,44,Hungria x Croácia,Sim
29/11/2025,Euro Cup,18,47,Países Baixos x Ucrânia,Não
29/11/2025,Euro Cup,18,50,Eslovênia x Geórgia,Não
29/11/2025,Euro Cup,18,53,Sérvia x Bélgica,Sim
29/11/2025,Premiere League,18,30,Wolverhampton x Leeds,Não
29/11/2025,Premiere League,18,33,Palace x Tottenham,Não
29/11/2025,Premiere League,18,36,Chelsea x Aston,Não
29/11/2025,Premiere League,18,39,Brighton x City,Não
29/11/2025,Euro Cup,18,56,Polônia x Inglaterra,Sim
29/11/2025,Premiere League,18,42,Palace x Watford,Não
29/11/2025,Premiere League,18,45,Norwich x Brighton,Não
29/11/2025,Euro Cup,18,59,Eslováquia x Sérvia,Não
29/11/2025,Premiere League,18,48,Leicester x Burnley,Não
29/11/2025,Premiere League,18,51,Chelsea x Tottenham,Não
29/11/2025,Copa do Mundo,17,43,Sérvia x Bélgica,Sim
29/11/2025,Copa do Mundo,17,46,Irã x Polônia,Não
29/11/2025,Copa do Mundo,17,49,Costa Rica x Sérvia,Sim
29/11/2025,Copa do Mundo,17,52,Países Baixos x Qatar,Não
29/11/2025,Copa do Mundo,17,55,Brasil x Costa Rica,Sim
29/11/2025,Copa do Mundo,17,58,Suíça x Equador,Não
29/11/2025,Copa do Mundo,18,1,França x Croácia,Não
29/11/2025,Copa do Mundo,18,4,Equador x Marrocos,Sim
29/11/2025,Euro Cup,19,2,Geórgia x Albânia,Sim
29/11/2025,Euro Cup,19,5,Eslováquia x Itália,Sim
29/11/2025,Premiere League,18,54,Leicester x Brentford,Sim
29/11/2025,Premiere League,18,57,United x Brighton,Sim
29/11/2025,Premiere League,19,1,Liverpool x Leicester,Sim
29/11/2025,Copa do Mundo,18,7,Senegal x Coreia do Sul,Sim
29/11/2025,Copa do Mundo,18,10,Países Baixos x Espanha,Sim
29/11/2025,Copa do Mundo,18,13,México x Croácia,Sim
29/11/2025,Copa do Mundo,18,16,Países Baixos x Austrália,Não
29/11/2025,Copa do Mundo,18,19,Dinamarca x Inglaterra,Não
29/11/2025,Copa do Mundo,18,22,Brasil x Alemanha,Sim
29/11/2025,Copa do Mundo,18,25,Dinamarca x Marrocos,Não
29/11/2025,Copa do Mundo,18,28,Croácia x Suíça,Não
29/11/2025,Copa do Mundo,18,31,Polônia x Portugal,Sim
29/11/2025,Copa do Mundo,18,34,Austrália x Sérvia,Não
29/11/2025,Copa do Mundo,18,37,Tunísia x Polônia,Não
29/11/2025,Copa do Mundo,18,40,Alemanha x Irã,Não
29/11/2025,Copa do Mundo,18,43,Austrália x Marrocos,Sim
29/11/2025,Copa do Mundo,18,46,Camarões x Japão,Sim
29/11/2025,Copa do Mundo,18,49,Alemanha x Arábia Saudita,Sim
29/11/2025,Copa do Mundo,18,52,Austrália x Camarões,Não
29/11/2025,Premiere League,19,3,Newcastle x Watford,Sim
29/11/2025,Premiere League,19,6,United x Leeds,Sim
29/11/2025,Copa do Mundo,18,55,Costa Rica x Argentina,Sim
29/11/2025,Copa do Mundo,18,58,Marrocos x Croácia,Sim
29/11/2025,Copa do Mundo,19,1,Sérvia x Polônia,Sim
29/11/2025,Copa do Mundo,19,4,Costa Rica x Portugal,Não
29/11/2025,Euro Cup,19,8,Albânia x Espanha,Não
29/11/2025,Euro Cup,19,11,Eslováquia x Suíça,Não
29/11/2025,Euro Cup,19,14,França x Albânia,Não
29/11/2025,Euro Cup,19,17,Hungria x Escócia,Sim
29/11/2025,Euro Cup,19,20,Sérvia x Croácia,Sim
29/11/2025,Euro Cup,19,23,Turquia x Escócia,Sim
29/11/2025,Euro Cup,19,26,Alemanha x Geórgia,Sim
29/11/2025,Premiere League,19,9,Brighton x Watford,Sim
29/11/2025,Premiere League,19,12,Chelsea x Norwich,Não
29/11/2025,Premiere League,19,15,Brentford x West Ham,Não
29/11/2025,Premiere League,19,18,Chelsea x Palace,Não
29/11/2025,Premiere League,19,21,Watford x Everton,Não
29/11/2025,Premiere League,19,24,Wolverhampton x Brentford,Não
29/11/2025,Premiere League,19,27,Burnley x Chelsea,Não
29/11/2025,Copa do Mundo,19,7,Camarões x Senegal,Não
29/11/2025,Copa do Mundo,19,10,Sérvia x Irã,Não
29/11/2025,Copa do Mundo,19,13,Japão x Inglaterra,Não
29/11/2025,Copa do Mundo,19,16,País de Gales x Dinamarca,Não
29/11/2025,Copa do Mundo,19,19,Sérvia x Qatar,Sim
29/11/2025,Copa do Mundo,19,22,Tunísia x Equador,Sim
29/11/2025,Copa do Mundo,19,25,Sérvia x Alemanha,Não
29/11/2025,Copa do Mundo,19,28,México x Espanha,Não
29/11/2025,Euro Cup,19,29,Sérvia x Hungria,Sim
29/11/2025,Premiere League,19,30,United x Aston,Não
29/11/2025,Premiere League,19,33,Watford x Palace,Sim
29/11/2025,Copa do Mundo,19,31,Qatar x Arábia Saudita,Não
29/11/2025,Copa do Mundo,19,34,Alemanha x País de Gales,Sim
29/11/2025,Euro Cup,19,32,Países Baixos x Romênia,Sim
29/11/2025,Euro Cup,19,35,Albânia x Eslovênia,Não
29/11/2025,Euro Cup,19,38,Países Baixos x Escócia,Sim
29/11/2025,Premiere League,19,36,Newcastle x City,Sim
29/11/2025,Premiere League,19,39,Watford x Islington,Sim
29/11/2025,Copa do Mundo,19,37,Países Baixos x França,Sim
29/11/2025,Euro Cup,19,41,República Tcheca x França,Sim
29/11/2025,Euro Cup,19,44,Ucrânia x Itália,Sim
29/11/2025,Euro Cup,19,47,Dinamarca x Escócia,Não
29/11/2025,Euro Cup,19,50,Turquia x Suíça,Sim
29/11/2025,Premiere League,19,42,Brighton x Wolverhampton,Sim
29/11/2025,Premiere League,19,45,Watford x Norwich,Não
29/11/2025,Premiere League,19,48,Everton x Brighton,Não
29/11/2025,Premiere League,19,51,Liverpool x Southampton,Sim
29/11/2025,Premiere League,19,54,Wolverhampton x Norwich,Não
29/11/2025,Copa do Mundo,19,40,Marrocos x Equador,Não
29/11/2025,Copa do Mundo,19,43,Brasil x Suíça,Sim
29/11/2025,Copa do Mundo,19,46,Qatar x Portugal,Não
29/11/2025,Copa do Mundo,19,49,Tunísia x Suíça,Não
29/11/2025,Copa do Mundo,19,52,França x Senegal,Não
29/11/2025,Copa do Mundo,19,55,Sérvia x Coreia do Sul,Sim
29/11/2025,Euro Cup,19,53,Albânia x Dinamarca,Não
29/11/2025,Euro Cup,19,56,Áustria x Eslovênia,Sim
29/11/2025,Euro Cup,19,59,Alemanha x Sérvia,Não
29/11/2025,Euro Cup,20,2,Hungria x Romênia,Não
29/11/2025,Euro Cup,20,5,Países Baixos x Inglaterra,Sim
29/11/2025,Euro Cup,20,8,Eslováquia x Albânia,Não
29/11/2025,Euro Cup,20,11,Dinamarca x Áustria,Não
29/11/2025,Euro Cup,20,14,Bélgica x Turquia,Não
29/11/2025,Euro Cup,20,17,Albânia x Alemanha,Sim
29/11/2025,Euro Cup,20,20,França x Sérvia,Sim
29/11/2025,Euro Cup,20,23,Hungria x República Tcheca,Sim
29/11/2025,Euro Cup,20,26,Ucrânia x Escócia,Não
29/11/2025,Euro Cup,20,29,Albânia x Polônia,Sim
29/11/2025,Euro Cup,20,32,Ucrânia x Romênia,Sim
29/11/2025,Euro Cup,20,35,Escócia x Portugal,Não
29/11/2025,Euro Cup,20,38,Romênia x Eslovênia,Não
29/11/2025,Euro Cup,20,41,Itália x Portugal,Sim
29/11/2025,Euro Cup,20,44,Suíça x Eslovênia,Sim
29/11/2025,Euro Cup,20,47,Sérvia x Geórgia,Não
29/11/2025,Euro Cup,20,50,Albânia x Áustria,Não
29/11/2025,Euro Cup,20,53,Espanha x Geórgia,Sim
29/11/2025,Euro Cup,20,56,Escócia x Suíça,Sim
29/11/2025,Euro Cup,20,59,Bélgica x Portugal,Não
29/11/2025,Premiere League,19,57,Brighton x Leeds,Não
29/11/2025,Premiere League,20,1,Wolverhampton x Newcastle,Sim
